Word,IPA,Translation,Meaning,Meaning_Translation,Example,Example_Translation,Image,Sound,Sound_Meaning,Sound_Example
marble,ˈmɑːrbl,大理石,Marble is a type of rock that feels cold and is smooth when cut.,「大理石」是一種觸感冰涼、切割後光滑的岩石。,The large house had floors made of marble.,那棟大房子的地板是大理石做的。,10_3194.jpg,10_3194.mp3,10_3194_meaning.mp3,10_3194_example.mp3
mast,mæst,桅杆,A mast is a long pole on a ship that holds the sail.,「桅杆」是船上支撐船帆的長桿。,The mast held both sails of the ship upright.,桅杆支撐著船上的兩面帆。,10_3195.jpg,10_3195.mp3,10_3195_meaning.mp3,10_3195_example.mp3
nausea,ˈnɔːziə,噁心,Nausea is the feeling of being sick to your stomach.,「噁心」是胃部不適想吐的感覺。,The doctor said the medicine would help get rid of her nausea.,醫生說這藥能幫她緩解噁心感。,10_3196.jpg,10_3196.mp3,10_3196_meaning.mp3,10_3196_example.mp3
naval,ˈneɪvl,海軍的,"When something is naval, it relates to a country’s navy or military ships.",「海軍的」事物與國家海軍或軍艦有關。,The country sent all of its naval forces to protect them.,該國派出全部海軍保護他們。,10_3197.jpg,10_3197.mp3,10_3197_meaning.mp3,10_3197_example.mp3
pouch,paʊtʃ,小袋子,"A pouch is a small, flexible bag that is usually made of soft material.",「小袋子」是通常由柔軟材料製成的小型軟袋。,I keep my money in a small pouch.,我把錢放在小袋子裡。,10_3198.jpg,10_3198.mp3,10_3198_meaning.mp3,10_3198_example.mp3
saturated,ˈsætʃəreɪtɪd,飽和的,"If something is saturated, it is completely wet.",「飽和的」東西完全濕透。,Leigh’s hair became saturated in the rainstorm.,萊伊的頭髮在暴雨中濕透了。,10_3199.jpg,10_3199.mp3,10_3199_meaning.mp3,10_3199_example.mp3
update,ˌʌpˈdeɪt,更新,An update is an act of making something more modern or current.,「更新」就是使某物更現代或最新。,My phone is downloading a software update.,我的手機正在下載軟體更新。,10_3200.jpg,10_3200.mp3,10_3200_meaning.mp3,10_3200_example.mp3
attorney,əˈtɜːrni,律師,An attorney is one who gives others advice about the law.,「律師」是提供他人法律建議的人。,The attorney appeared in front of the judge for me.,律師代表我出庭。,11_3201.jpg,11_3201.mp3,11_3201_meaning.mp3,11_3201_example.mp3
chronic,ˈkrɑːnɪk,慢性的,"When something is chronic, it happens over and over again for a long time.",「慢性的」問題長期反覆發生。,He had chronic pain in his chest and needed to see a doctor.,他長期胸痛，需要看醫生。,11_3202.jpg,11_3202.mp3,11_3202_meaning.mp3,11_3202_example.mp3
discipline,ˈdɪsəplɪn,紀律,Discipline is training that helps people follow the rules.,「紀律」是幫助人們遵守規則的訓練。,One of the teacher’s jobs is to teach her students discipline.,老師的工作之一是教導學生紀律。,11_3203.jpg,11_3203.mp3,11_3203_meaning.mp3,11_3203_example.mp3
donor,ˈdəʊnər,捐贈者,A donor is somebody who gives something to an organization.,「捐贈者」是捐贈物品給組織的人。,He was proud to be a blood donor.,他以自己是捐血者為榮。,11_3204.jpg,11_3204.mp3,11_3204_meaning.mp3,11_3204_example.mp3
fellow,ˈfeləʊ,同伴,A fellow is someone who shares a job or quality with someone else.,「同伴」是與他人共享職位或特質的人。,All of my fellow patients at the hospital have also complained about the food.,醫院裡其他病友也抱怨食物不好吃。,11_3205.jpg,11_3205.mp3,11_3205_meaning.mp3,11_3205_example.mp3
gossip,ˈɡɑːsɪp,八卦,Gossip is information that might be untrue but is still discussed anyway.,「八卦」是可能不實但仍被討論的消息。,The friends exchanged gossip about the people they knew in school.,朋友們交換關於學校熟人的八卦。,11_3206.jpg,11_3206.mp3,11_3206_meaning.mp3,11_3206_example.mp3
graduate,ˈɡrædʒuət,畢業,To graduate from a school means to complete and pass all courses of study there.,「畢業」就是完成並通過學校所有課程。,"At the end of the spring, my friends and I will graduate from high school.",春末時，我和朋友們將從高中畢業。,11_3207.jpg,11_3207.mp3,11_3207_meaning.mp3,11_3207_example.mp3
graffiti,ɡrəˈfiːti,塗鴉,Graffiti is words or drawings in public places.,「塗鴉」是在公共場所的文字或圖畫。,The wall was covered with colorful graffiti.,牆上佈滿彩色塗鴉。,11_3208.jpg,11_3208.mp3,11_3208_meaning.mp3,11_3208_example.mp3
guardian,ˈɡɑːrdiən,監護人,A guardian is someone who protects somebody or something.,「守護者」是保護某人或某物的人。,The librarians are the guardians of the books.,圖書館員是書籍的守護者。,11_3209.jpg,11_3209.mp3,11_3209_meaning.mp3,11_3209_example.mp3
implicate,ˈɪmplɪkeɪt,牽連,To implicate someone is to show that they have done a crime or something bad.,「牽連」某人就是顯示他們犯了罪或做了壞事。,The man was implicated in the theft at the store.,那名男子被牽連進商店竊案。,11_3210.jpg,11_3210.mp3,11_3210_meaning.mp3,11_3210_example.mp3
kin,kɪn,親屬,Kin is a person’s family and relatives.,「親屬」是某人的家人與親戚。,His kin were all farmers.,他的親戚都是農民。,11_3211.jpg,11_3211.mp3,11_3211_meaning.mp3,11_3211_example.mp3
referee,ˌrefəˈriː,裁判,A referee is a person who makes sure that the rules are followed in sports.,「裁判」是確保運動比賽遵守規則的人。,The soccer player didn’t agree with the referee.,足球員不同意裁判的判決。,11_3212.jpg,11_3212.mp3,11_3212_meaning.mp3,11_3212_example.mp3
sever,ˈsevər,切斷,To sever something is to cut through it completely.,「切斷」就是完全割開某物。,He severed the string using scissors.,他用剪刀剪斷了繩子。,11_3213.jpg,11_3213.mp3,11_3213_meaning.mp3,11_3213_example.mp3
shaft,ʃæft,軸,A shaft is a handle of a tool or weapon.,「柄」是工具或武器的手握部分。,The golf club had a long wooden shaft that he held in his hands.,那支高爾夫球桿有根長長的木桿，他握在手中。,11_3214.jpg,11_3214.mp3,11_3214_meaning.mp3,11_3214_example.mp3
stab,stæb,刺,To stab means to cut with the end of a sharp object like a knife.,「刺」就是用刀等尖銳物的末端戳入。,He stabbed the fork into the potato and passed it to his daughter.,他把叉子插進馬鈴薯，遞給女兒。,11_3215.jpg,11_3215.mp3,11_3215_meaning.mp3,11_3215_example.mp3
stimulus,ˈstɪmjələs,刺激,A stimulus is something that causes growth or activity.,「刺激」是引發成長或活動的事物。,Having a lot of money is a stimulus for people to buy more things.,擁有大量金錢會刺激人們購買更多東西。,11_3216.jpg,11_3216.mp3,11_3216_meaning.mp3,11_3216_example.mp3
suspicion,səˈspɪʃn,懷疑,A suspicion is a feeling that something is possible or true in a crime.,「懷疑」是覺得某事在犯罪中可能或確實為真。,The police had a suspicion that the driver had stolen the purse.,警方懷疑司機偷了那個皮包。,11_3217.jpg,11_3217.mp3,11_3217_meaning.mp3,11_3217_example.mp3
terminate,ˈtɜːrmɪneɪt,終止,To terminate something means to stop or end it.,「終止」某事就是停止或結束它。,The trip was terminated after the car broke down.,車子故障後，旅程被迫中止。,11_3218.jpg,11_3218.mp3,11_3218_meaning.mp3,11_3218_example.mp3
theme,θiːm,主題,"A theme is the main subject of a book, movie, or painting.",「主題」是書籍、電影或繪畫的主要內容。,The students discussed the book’s theme in class.,學生們在課堂上討論這本書的主題。,11_3219.jpg,11_3219.mp3,11_3219_meaning.mp3,11_3219_example.mp3
tuition,tuˈɪʃn,學費,Tuition is the amount of money paid to go to a school.,「學費」是上學所付的金額。,University tuitions have increased by 50 percent in the last five years.,過去五年大學學費上漲了50%。,11_3220.jpg,11_3220.mp3,11_3220_meaning.mp3,11_3220_example.mp3
aggressive,əˈɡresɪv,侵略性的,"If someone is aggressive, then they constantly want to fight or argue.",「侵略性的」人總是想打架或爭吵。,Nobody liked to play games with him because he was always too aggressive.,沒人喜歡跟他玩遊戲，因為他總是太具攻擊性。,12_3221.jpg,12_3221.mp3,12_3221_meaning.mp3,12_3221_example.mp3
amnesty,ˈæmnəsti,特赦,Amnesty is a pardon given to prisoners of war.,「特赦」是給予戰俘的赦免。,She was denied amnesty for her involvement in the war.,她因參與戰爭而被拒絕特赦。,12_3222.jpg,12_3222.mp3,12_3222_meaning.mp3,12_3222_example.mp3
arena,əˈriːnə,競技場,An arena is a building where people can watch sports and concerts.,「競技場」是供人觀看體育與音樂表演的建築。,The new arena was all set to hold the championship match.,新體育館已準備好舉辦冠軍賽。,12_3223.jpg,12_3223.mp3,12_3223_meaning.mp3,12_3223_example.mp3
auditorium,ˌɔːdɪˈtɔːriəm,禮堂,An auditorium is a large building used for public events.,「禮堂」是用於公眾活動的大型建築。,People have gathered at the school auditorium to watch the play.,人們聚集在學校禮堂觀看戲劇。,12_3224.jpg,12_3224.mp3,12_3224_meaning.mp3,12_3224_example.mp3
captive,ˈkæptɪv,俘虜,A captive is a prisoner.,「俘虜」就是囚犯。,The guards told the captive that there was no way he could escape the prison.,守衛告訴囚犯，他不可能逃出監獄。,12_3225.jpg,12_3225.mp3,12_3225_meaning.mp3,12_3225_example.mp3
combat,ˈkɑːmbæt,戰鬥,Combat is fighting between two people or groups.,「戰鬥」是兩人或兩群之間的打鬥。,The two warriors were locked in combat.,兩名戰士激烈交戰。,12_3226.jpg,12_3226.mp3,12_3226_meaning.mp3,12_3226_example.mp3
commonplace,ˈkɑːmənpleɪs,普通的,"If something is commonplace, then it is ordinary.",「普通的」事物很平凡。,There is nothing commonplace about the way Morris dresses.,莫里斯的穿著一點也不普通。,12_3227.jpg,12_3227.mp3,12_3227_meaning.mp3,12_3227_example.mp3
compound,ˈkɑːmpaʊnd,化合物,A compound is an enclosed area such as a prison or factory.,「圍牆區域」是像監獄或工廠的封閉場地。,The workers waited outside the compound for the gates of the factory to open.,工人們在工廠圍牆外等待大門開啟。,12_3228.jpg,12_3228.mp3,12_3228_meaning.mp3,12_3228_example.mp3
corps,kɔːr,軍團,A corps is a division of a military force.,「軍團」是軍隊的一個分支。,The army had a corps of archers who trained apart from the regular soldiers.,軍隊有一支弓箭手部隊，與一般士兵分開訓練。,12_3229.jpg,12_3229.mp3,12_3229_meaning.mp3,12_3229_example.mp3
distract,dɪˈstrækt,分散注意力,To distract someone means to stop them from concentrating on something.,「分散注意力」就是阻止某人專注於某事。,The phone call distracted him so much that he forgot all about his homework.,那通電話讓他分心，完全忘了作業。,12_3230.jpg,12_3230.mp3,12_3230_meaning.mp3,12_3230_example.mp3
dumb,dʌm,啞的,"If someone is dumb, they are unable to speak.",「啞的」人無法說話。,She did not share the secret. She remained as silent as if she were dumb.,她沒有洩露秘密，沉默得像啞巴一樣。,12_3231.jpg,12_3231.mp3,12_3231_meaning.mp3,12_3231_example.mp3
foe,fəʊ,敵人,A foe is an enemy or opponent.,「敵人」就是對手或仇敵。,It was hard to believe that anyone could be his foe.,很難相信會有人是他的敵人。,12_3232.jpg,12_3232.mp3,12_3232_meaning.mp3,12_3232_example.mp3
hack,hæk,砍,To hack something means to cut it into uneven pieces.,「亂砍」就是把某物切成不規則碎片。,My uncle used the ax to hack the tree into many logs.,我叔叔用斧頭把樹砍成許多段木柴。,12_3233.jpg,12_3233.mp3,12_3233_meaning.mp3,12_3233_example.mp3
meditate,ˈmedɪteɪt,冥想,To meditate means to focus or think deeply in silence.,「冥想」就是在安靜中專注或深入思考。,She liked to meditate for several hours each day.,她喜歡每天冥想幾個小時。,12_3234.jpg,12_3234.mp3,12_3234_meaning.mp3,12_3234_example.mp3
nick,nɪk,刻痕,To nick something or someone means to cut them slightly with a sharp object.,「輕劃」就是用尖銳物輕微割傷某物或人。,"While cutting the carrots, the cook nicked his finger with the edge of his knife.",切胡蘿蔔時，廚師用刀刃不小心割傷手指。,12_3235.jpg,12_3235.mp3,12_3235_meaning.mp3,12_3235_example.mp3
provoke,prəˈvəʊk,挑釁,To provoke someone means to annoy them on purpose to cause violence.,「挑釁」就是故意惹惱某人以引發暴力。,The older boy provoked Paul by calling him mean names.,年長的男孩用難聽的話激怒保羅。,12_3236.jpg,12_3236.mp3,12_3236_meaning.mp3,12_3236_example.mp3
realm,relm,領域,A realm is any area of activity or interest.,「領域」是任何活動或興趣的範圍。,He was not very active in the realm of business.,他在商業領域不太活躍。,12_3237.jpg,12_3237.mp3,12_3237_meaning.mp3,12_3237_example.mp3
